building_id,s_ocn,cust_name,man_employee_total,db_country_name,db_nace_code,db_employee_here,db_employee_total,db_sic_code,db_industry,db_industry_level_1,db_industry_level_2,db_industry_level_3,gl_revenue_year_2014,db_duns,sfdc_account_name,carrier_voice,colocation,colt_total,customer_asset_sales_data,customer_asset_sales_managed_services,data_centre_services,data_centre_services_installation_adjustment,data_installation_adjustment,dedicated_hosting,ethernet_point_to_point,ethernet_vpn,high_speed_service,incoming,in_services,intercompany_voice,internet_access,ip_voice,ipvpn_corporate,link,managed_service_installation_adjustment,other_bandwidth,other_misc_data,other_voice,professional_services,reseller_voice,shared_hosting,voice_connect,voice_line,others,channel
FRALF-0000004893,A0161925,FOLIATEAM-TRS- SAS,1,0,0,0,0,0,0,0,0,0,967671.79,0,Foliateam-TRS- SAS,0.00,0.00,63241.86,0.00,0.00,0.00,0.00,0.00,558.00,100748.22,0.00,0.00,0.00,577.70,0.00,405674.43,20103.25,25700.83,7323.88,0.00,0.00,4687.17,0.00,0.00,124933.15,0.00,0.00,214123.30,0.00,FRANCHISE
FRALF-0000005783,28938,IFOP,186,FRANCE,0,186,186,8732,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services","Commercial econ., socio. & educ. research",42182.07,275663532,IFOP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7217.58,0.00,10200.00,0.00,16920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7844.49,0.00,AGENTS
FRALF-0000005783,A0125286,PHONE CITY EUROPEAN RESEARCH CENTER,100,FRANCE,73.2,100,100,8732,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services","Commercial econ., socio. & educ. research",162343.29,570138974,Phone City European Research Center,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1504.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160838.32,0.00,AGENTS
FRARC-0000015156,33029,INFORMATIQUE CDC,806,FRANCE,72.22,806,806,7371,Services,70..89 - Services,73 - Business Services,Computer programming services,575080.59,278142864,INFORMATIQUE CDC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,391395.95,0.00,3812.40,0.00,0.00,0.00,140014.80,0.00,6120.11,8575.44,0.00,0.00,0.00,0.00,22903.34,0.00,0.00,0.00,2258.55,0.00,0
FRARC-0000015156,647735,CACEIS BANK LUXEMBOURG,925,LUXEMBOURG,65.12,0,925,6021,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,National commercial banks,82020,400035734,Caceis Bank Luxembourg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
FRARC-0000015156,3795623,BNP PARIBAS PARTNERS FOR INNOVATION,0,FRANCE,65.12,1700,0,6021,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,National commercial banks,1823347.36,395067239,BNP PARIBAS PARTNERS FOR INNOVATION,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,838997.05,207928.61,646871.45,0.00,0.00,0.00,0.00,0.00,3119.89,14837.66,0.00,15000.00,96592.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
FRARC-0000015156,3923662,SILCA,0,FRANCE,74.14,20,0,8742,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Management consulting services,1949863.85,299417092,SILCA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1330819.36,1187.10,381240.00,0.00,0.00,0.00,2100.00,0.00,57444.78,1800.00,0.00,0.00,69793.89,0.00,103660.00,0.00,0.00,0.00,1818.72,0.00,0
FRARC-0000015156,4095163,FACTSET EUROPE LIMITED,5735,USA,72.3,0,5735,7374,Services,70..89 - Services,73 - Business Services,Computer processing & data preparation,313538.0378,189740558,FactSet Europe Limited,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36028.72,146490.54,0.00,0.00,0.00,0.00,131018.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
FRARC-0000015156,4185361,CACEIS,52,FRANCE,65.23,52,52,6726,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",67 - Holding & Other Investment Offices,Unit investment trusts,58787.32,569468569,CACEIS SAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27347.32,0.00,0
FRARC-0000015156,4212218,REAL.NOT,28,FRANCE,72.6,28,28,7379,Services,70..89 - Services,73 - Business Services,Computer related services N.E.C.,87874.5,260436452,Real.Not,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87874.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
FRARC-0000015156,A0120056,ARKHINEO,10,FRANCE,74.87,10,10,7389,Services,70..89 - Services,73 - Business Services,Business services N.E.C.,11940,399777015,CDC ARKHINEO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
FRARC-0000015156,A0148737,HAYS SUD EST,49,0,0,0,0,0,0,0,0,0,18240,0,HAYS SUD EST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
FRAUB-0000006237,A0156552,NUMERGY,1,0,0,0,0,0,0,0,0,0,165932.55,0,NUMERGY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83323.33,0.00,0.00,0.00,0.00,0.00,16308.01,9369.22,56931.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
FRAUB-0000007149,27361,PIERRE ET VACANCES,1,FRANCE,74.15,1,1,6719,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",67 - Holding & Other Investment Offices,Offices of holding companies N.E.C.,18540,266822048,PIERRE ET VACANCES SA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
FRAUB-0000007149,83699,ROYAL BANK OF SCOTLAND PLC - FINANCIAL MARKETS,0,SCOTLAND,65.12,0,0,6021,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,National commercial banks,1392906.784,548989631,ROYAL BANK OF SCOTLAND PLC - FINANCIAL MARKETS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,381912.94,0.00,822420.05,0.00,0.00,0.00,98893.16,0.00,0.00,17010.42,0.00,37207.65,0.00,0.00,27383.77,0.00,0.00,0.00,8078.79,0.00,0
FRAUB-0000007149,757166,CARGLASS SA,0,FRANCE,50.1,1,0,5511,Retail Trade,52..59 - Retail Trade,55 - Automotive Dealers & Gasoline Service Stations,Motor vehicle dealers (new & used),724487.97,268511602,CARGLASS SA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114719.99,0.00,0.00,0.00,349778.46,0.00,39900.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220089.51,0.00,AGENTS
FRAUB-0000007149,3909866,0,41,FRANCE,74.5,41,41,7363,Services,70..89 - Services,73 - Business Services,Help supply services,13986.03,274937320,118218 LE NUMERO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13986.03,0.00,AGENTS
FRAUB-0000007149,4088745,HISCOX INS,107,ENGLAND,67.2,0,107,6411,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate","64 - Insurance Agents, Brokers & Service","Insurance agents, brokers & service",674768.5025,210091815,Hiscox Insurance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182557.56,426074.77,0.00,0.00,0.00,0.00,17919.62,28796.59,0.00,10142.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9277.58,0.00,0
FRAUB-0000007149,4196252,CANAL+ DISTRIBUTION,1100,FRANCE,64.2,1100,1100,4813,"Transportation, Communications, Electric, Gas & Sanitary Services","40..49 - Transportation, Communications, Electric, Gas & Sanitary Services",48 - Communications,Phone communications exc. Radiotelephone,0,383205135,CANAL+ DISTRIBUTION,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
FRAUB-0000007149,A0156552,NUMERGY,1,0,0,0,0,0,0,0,0,0,165932.55,0,NUMERGY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83323.33,0.00,0.00,0.00,0.00,0.00,16308.01,9369.22,56931.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
FRAUB-0000007149,A0160393,ADAGIO S.A.S,558,0,0,0,0,0,0,0,0,0,5400,0,ADAGIO S.A.S,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
FRAUB-0000007149,FRCS.GENERALE,SOCIETE GENERALE,40606,FRANCE,65.12,40606,40606,6021,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,National commercial banks,924193.86,275267813,Societe Generale,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,592163.12,20520.01,184800.00,0.00,0.00,0.00,15000.00,0.00,0.00,67490.73,0.00,0.00,39420.00,0.00,4800.00,0.00,0.00,0.00,0.00,0.00,0
FRAUB-0000007213,890117,SELECTA MANAGEMENT AG,52,SWITZERLAND,74.12,52,52,8721,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services","Accounting, auditing & bookkeeping",720618.5045,487991473,Selecta Management AG,0.00,86014.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13811.66,0.00,0.00,0.00,0.00,0.00,194.27,0.00,616585.13,0.00,0.00,0.00,0.00,0.00,4013.37,0.00,0.00,0.00,0.00,0.00,AGENTS
FRAUB-0000012591,22533,NYSE EURONEXT TECHNOLOGY LIMITED,269,ENGLAND,74.15,0,269,6719,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",67 - Holding & Other Investment Offices,Offices of holding companies N.E.C.,1772866.965,398727107,NYSE Technologies Limited,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1518169.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68101.95,0.00,179944.00,-2463.32,0.00,3733.45,0.00,0.00,0.00,5381.23,0.00,0
FRAUB-0000012591,25398,INTERACTIVE DATA (EUROPE) LIMITED,0,ENGLAND,22.12,0,0,2711,Manufacturing,20..39 - Manufacturing,"27 - Printing, Publishing & Allied Industries",Newspaper publishing & printing,459427.3498,232162362,INTERACTIVE DATA (EUROPE) LIMITED,0.00,9674.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,301826.98,60316.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66737.85,0.00,0.00,0.00,0.00,20871.42,0.00,0.00,0.00,0.00,0.00,0
