building_id,s_ocn,cust_name,man_employee_total,db_country_name,db_nace_code,db_employee_here,db_employee_total,db_sic_code,db_industry,db_industry_level_1,db_industry_level_2,db_industry_level_3,gl_revenue_year_2014,db_duns,sfdc_account_name,carrier_voice,colocation,colt_total,customer_asset_sales_data,customer_asset_sales_managed_services,data_centre_services,data_centre_services_installation_adjustment,data_installation_adjustment,dedicated_hosting,ethernet_point_to_point,ethernet_vpn,high_speed_service,incoming,in_services,intercompany_voice,internet_access,ip_voice,ipvpn_corporate,link,managed_service_installation_adjustment,other_bandwidth,other_misc_data,other_voice,professional_services,reseller_voice,shared_hosting,voice_connect,voice_line,others,channel
DEFRA-0000008148,INF04,INFRASERV GMBH & CO. HOECHST K,2900,GERMANY,74.87,0,2900,7389,Services,70..89 - Services,73 - Business Services,Business services N.E.C.,0,498275338,InfraServ GmbH & Co. Höchst KG,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008150,BLO01,BLOOMBERG,0,GERMANY,92.4,70,0,7383,Services,70..89 - Services,73 - Business Services,News syndicates,1632527.29,340778398,Bloomberg,0,270455.00,0.00,0.00,0.00,0.00,0.00,0.00,799.98,528946.73,273752.44,0.00,0.00,0.00,0.00,36230.58,0.00,0.00,508752.95,0.00,0.00,0.00,0.00,11263.26,0.00,0.00,0.00,2326.25,0.00,0
DEFRA-0000008150,MET03,B. METZLER SEEL. SOHN & CO. KG,400,GERMANY,65.11,0,400,6029,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,"Commercial banks, N.E.C.",194599.3,316809037,B. METZLER SEEL. SOHN & CO. KGAA,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1264.00,52980.00,0.00,0.00,1861.46,0.00,44296.40,0.00,0.00,4270.80,0.00,49920.00,0.00,0.00,0.00,0.00,0.00,7.45,39999.19,0.00,0
DEFRA-0000008152,67463,TRITON BETEILIGUNGSBERATUNG GMBH,34,GERMANY,74.14,34,34,8742,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Management consulting services,0,388003886,Triton Beteiligungsberatung GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008152,3175204,QATAR AIRWAYS,1,GERMANY,35.3,1,1,3721,Manufacturing,20..39 - Manufacturing,37 - Transportation Equipment,Aircraft,3537.1,331279435,Qatar Airways,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3537.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008152,4028677,quirin bank AG,0,GERMANY,0,0,0,6029,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,"Commercial banks, N.E.C.",12468.75,341831284,quirin bank AG,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9792.94,0.00,0.00,0.00,0.00,0.00,2675.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008152,A0156424,USP - BERATUNGSDIENST GESELLSCHAFT FUER UNTERNEHME,11,0,0,0,0,0,0,0,0,0,4368,0,"USP - Beratungsdienst Gesellschaft für Unternehmensberatung, Softwareorganisation, Personalmanagement mbH",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008328,52932,MINDSHARE GMBH,171,GERMANY,74.4,171,171,7311,Services,70..89 - Services,73 - Business Services,Advertising agencies,5166.95,315623400,Mindshare GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5166.95,0.00,0
DEFRA-0000008328,646430,OGILVY INTERACTIVE GMBH,324,GERMANY,72.6,40,324,7379,Services,70..89 - Services,73 - Business Services,Computer related services N.E.C.,3168.82,343201435,OgilvyInteractive worldwide GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3168.82,0.00,0
DEFRA-0000008328,3606997,WPP GROUP,0,GERMANY,74.14,0,0,8748,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Business consulting services N.E.C.,14728.42,507364029,Hill+Knowlton Strategies GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2788.42,0.00,0
DEFRA-0000008328,3803522,OGILVY & MATHER WERBEAGENTUR G,230,GERMANY,74.4,230,230,7311,Services,70..89 - Services,73 - Business Services,Advertising agencies,0,341713774,Ogilvy & Mather Werbeagentur GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008328,3803539,WPP SERVICE GMBH & CO. KG,43,GERMANY,74.14,43,43,8743,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Public relations services,110885.4,316807106,Ogilvy & Mather Germany GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54960.00,0.00,0.00,0.00,1111.36,0.00,52683.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2130.17,0.00,0
DEFRA-0000008328,3867694,E-TECTURE GMBH,65,GERMANY,72.22,0,65,7371,Services,70..89 - Services,73 - Business Services,Computer programming services,0,332072227,ETECTURE GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008328,3867709,MEDIA CONSULT WPP GMBH,2,GERMANY,93.05,2,2,8999,Services,70..89 - Services,89 - Services Not Elsewhere Classified,Services N.E.C.,228.8,316806330,Media Consult WPP GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.80,0.00,0
DEFRA-0000008328,3962807,141 GERMANY GMBH,8,GERMANY,74.14,0,8,8742,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Management consulting services,0,320519408,141 worldwide GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008328,4016817,OGILVY HEALTHWORLD GMBH & CO.,31,GERMANY,74.14,0,31,8748,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Business consulting services N.E.C.,0,314333340,Ogilvy Healthworld GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008328,4206273,RECHTSANWAELTE DR. WINTERSTEIN UND DR. RUHRMANN,4,GERMANY,0,4,4,9999,Public Administration,91..99 - Public Administration,99 - Non Classified Establishments,Non classified establishments,5898.21,341491138,Winterstein Rechtsanwälte GbR,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1430.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4467.81,0.00,AGENTS
DEFRA-0000008328,DE40277,OGILVY ONE WORLDWIDE,0,GERMANY,67.2,0,0,6411,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate","64 - Insurance Agents, Brokers & Service","Insurance agents, brokers & service",0,328141197,OgilvyOne GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008328,MSO51,MEDIAEDGE: CIA GMBH & CO.KG,250,GERMANY,74.81,0,250,7336,Services,70..89 - Services,73 - Business Services,Commercial art & graphic design,483873.8,324536192,MEC GmbH,0,8304.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318768.99,67570.32,0.00,0.00,0.00,0.00,10139.76,0.00,0.00,0.00,0.00,0.00,60000.00,0.00,0.00,0.00,0.00,0.00,19091.13,0.00,0
DEFRA-0000008334,A0120136,ELAVON MERCHANT SERVICES IRELAND,9,IRELAND,74.87,0,9,7389,Services,70..89 - Services,73 - Business Services,Business services N.E.C.,166723.71,896486912,Elavon Merchant Services Ireland,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81840.00,0.00,0.00,0.00,0.00,0.00,20400.00,0.00,54343.71,10140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008334,A0167455,LUFTHANSA CITY CENTER REISEBUEROPARTNER GMBH,0,0,0,0,0,0,0,0,0,0,997.33,0,Lufthansa City Center Reisebüropartner GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,997.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008334,DE2132,Neversa eG,1,GERMANY,74.14,1,1,8743,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Public relations services,236896.39,537413903,Neversa eG,0,115544.00,0.00,11400.00,0.00,0.00,0.00,0.00,18712.00,10800.00,0.00,0.00,0.00,0.00,0.00,30.00,10232.99,0.00,0.00,0.00,0.00,0.00,0.00,2360.00,0.00,0.00,0.00,1649.39,66168.00,0
DEFRA-0000008334,NES01,NESTLE  DEUTSCHLAND AG,5712,GERMANY,15.89,0,5712,2099,Manufacturing,20..39 - Manufacturing,20 - Food & Kindred Products,Food preparations N.E.C.,212995.81,315816561,Nestlé Deutschland AG,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,0.00,0.00,0.00,192055.81,0.00,0
DEFRA-0000008337,3565906,GREY G2 GROUP GMBH,250,GERMANY,74.4,0,250,7311,Services,70..89 - Services,73 - Business Services,Advertising agencies,137810.99,315029298,GREY germany GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113431.49,0.00,12732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11647.50,0.00,0
DEFRA-0000008337,3573996,J. WALTER THOMPSON GMBH & CO. KG,90,GERMANY,74.4,0,90,7319,Services,70..89 - Services,73 - Business Services,Advertising N.E.C.,45202.65,315184036,J. Walter Thompson GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2942.65,0.00,0
DEFRA-0000008337,3858845,SCHOLZ & FRIENDS HAMBURG GMBH,305,GERMANY,74.4,305,305,7311,Services,70..89 - Services,73 - Business Services,Advertising agencies,13002.68,329014471,Scholz & Friends Hamburg GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1122.68,0.00,0
DEFRA-0000008337,3862826,GREY WORLDWIDE DUESSELDORF GMBH,215,GERMANY,74.4,0,215,7311,Services,70..89 - Services,73 - Business Services,Advertising agencies,3193.85,313069866,Grey WorldWide Düsseldorf GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3193.85,0.00,0
DEFRA-0000008337,3963179,GRAYLING DEUTSCHLAND GMBH,7,GERMANY,51.64,7,7,5044,Wholesale Trade,50..51 - Wholesale Trade,50 - Wholesale Trade - Durable Goods,Office equipment,9425.09,341417970,Grayling Deutschland GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1281.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8143.49,0.00,AGENTS
DEFRA-0000008337,A0133129,"DIEBITZ, STOEPPLER, BRAUN & KUHLMANN WERBEAGENTU22",5,GERMANY,74.14,5,5,8741,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Management services,324.96,344279091,"Diebitz, Stöppler, Braun & Kuhlmann Werbeagentur GmbH",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.96,0.00,0
DEFRA-0000008339,A0124659,DYSTAR COLOURS DEUTSCHLAND GMBH,49,GERMANY,24.66,0,49,2899,Manufacturing,20..39 - Manufacturing,28 - Chemicals & Allied Products,Chemicals & chemical preparations N.E.C.,3014,341511910,DyStar Colours Distribution GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3014.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008342,30662,ALTRAN TECHNOLOGIES,6774,FRANCE,74.2,6774,6774,8711,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Engineering services,171749.99,380259358,ALTRAN TECHNOLOGIES,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58902.64,0.00,0.00,0.00,0.00,69052.26,0.00,43795.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008342,4217622,GIE AXA TECHNOLOGY SERVICES FRANCE,0,FRANCE,67.2,3,0,6411,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate","64 - Insurance Agents, Brokers & Service","Insurance agents, brokers & service",3364213.59,347431678,GIE AXA Technology Services France,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31034.97,0.00,0.00,0.00,28120.86,0.00,139356.94,0.00,2009412.32,11480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107451.61,1037356.89,0.00,0
DEFRA-0000008342,LAN72,LANDESBANK BADEN-WUERTTEMBERG,0,0,0,0,0,0,0,0,0,0,29363.08,0,Landesbank Baden-Württemberg,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600.00,0.00,0.00,0.00,0.00,25763.08,0.00,0
DEFRA-0000008533,665238,OTSUKA PHARMA GMBH,60,GERMANY,51.46,60,60,5122,Wholesale Trade,50..51 - Wholesale Trade,51 - Wholesale Trade - Non durable Goods,"Drugs, proprietaries & sundries",17905.99,341063795,Otsuka Pharma GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12861.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5044.99,0.00,AGENTS
DEFRA-0000008533,JON01,"JONES, DAY, REAVIS & POGUE(DE)",0,GERMANY,74.11,100,0,8111,Services,70..89 - Services,81 - Legal Services,Legal services,17721.24,333744977,Jones Day,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17721.24,0.00,AGENTS
DEFRA-0000008540,1616,THOMAS COOK AG,25978,GERMANY,63.3,445,25978,4725,"Transportation, Communications, Electric, Gas & Sanitary Services","40..49 - Transportation, Communications, Electric, Gas & Sanitary Services",47 - Transportation Services,Tour operators,787850.09,315108758,Thomas Cook AG,0,42000.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,1000.00,0.00,29760.00,27061.55,525514.98,0.00,0.00,0.00,15492.82,0.00,28056.40,0.00,0.00,0.00,118814.36,0.00,0
DEFRA-0000008540,3582365,DELVAG LUFTFAHRTVERSICHERUNGS-AG,0,0,0,0,0,0,0,0,0,0,135139.34,0,Delvag Luftfahrtversicherungs-AG,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6360.00,0.00,116779.28,0.00,0.00,0.00,0.00,0.00,12000.06,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008541,622177,ABERDEEN ASSET MANAGEMENT,1000,SCOTLAND,0,150,1000,6159,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",61 - Non Depository Institutions,Misc. business credit institutions,149430.878,293394433,ABERDEEN ASSET MANAGEMENT PLC,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6697.60,0.00,78882.83,0.00,0.00,0.00,63850.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008757,22533,NYSE EURONEXT TECHNOLOGY LIMITED,269,ENGLAND,74.15,0,269,6719,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",67 - Holding & Other Investment Offices,Offices of holding companies N.E.C.,1772866.965,398727107,NYSE Technologies Limited,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1518169.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68101.95,0.00,179944.00,-2463.32,0.00,3733.45,0.00,0.00,0.00,5381.23,0.00,0
DEFRA-0000008757,A0166878,REUTERS LIMITED,4645,0,0,0,0,0,0,0,0,0,3504000.775,0,Reuters Limited,0,0.00,0.00,0.00,0.00,0.00,0.00,219409.35,0.00,694803.89,1647655.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,942131.82,0.00,0.00,0.00,0.00,0.00,0
DEFRA-0000008757,DBS01,DEUTSCHE BOERSE AG,0,GERMANY,0,0,0,9999,Public Administration,91..99 - Public Administration,99 - Non Classified Establishments,Non classified establishments,2855433.21,389652400,Deutsche Börse AG,0,128792.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1124079.93,970505.67,0.00,0.00,2294.71,0.00,0.00,0.00,0.00,442954.33,0.00,123329.67,28086.65,0.00,13647.30,0.00,0.00,0.00,21742.81,0.00,0
DEFRA-0000008757,MAP01,MAPLE BANK GMBH,119,GERMANY,65.11,0,119,6029,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,"Commercial banks, N.E.C.",13381.74,321790909,MAPLE BANK GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8641.74,0.00,AGENTS
DEFRA-0000008758,502848,TULLETT LIBERTY (SECURITIES) LTD.,0,GERMANY,67.12,30,0,6211,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate","62 - Security & Commodity Brokers, Dealers, Exchanges & Services","Security brokers, dealers & flotation",13516.85,506984934,Tullett Prebon (Securities) Limited,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3786.85,0.00,0
DEFRA-0000008758,BLO01,BLOOMBERG,0,GERMANY,92.4,70,0,7383,Services,70..89 - Services,73 - Business Services,News syndicates,1632527.29,340778398,Bloomberg,0,270455.00,0.00,0.00,0.00,0.00,0.00,0.00,799.98,528946.73,273752.44,0.00,0.00,0.00,0.00,36230.58,0.00,0.00,508752.95,0.00,0.00,0.00,0.00,11263.26,0.00,0.00,0.00,2326.25,0.00,0
DEFRA-0000008759,DE25535,CYBERYDER,2,GERMANY,93.05,2,2,7299,Services,70..89 - Services,72 - Personal Services,Miscellaneous personal services N.E.C.,4200,551004534,Cyberyder,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008760,DEU01,DEUTSCHE BANK AG,0,GERMANY,74.87,0,0,7389,Services,70..89 - Services,73 - Business Services,Business services N.E.C.,3004667.71,332999908,Deutsche Bank AG,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,799646.09,258781.85,0.00,0.00,2517.97,0.00,0.00,2550.35,922898.68,5195.96,0.00,423277.83,35436.00,0.00,97100.04,0.00,0.00,0.00,457262.94,0.00,0
DEFRA-0000008767,A0145139,COMPLEMENTA INVESTMENT-CONTROLLING AG,155,0,0,0,0,0,0,0,0,0,36059.24039,0,COMPLEMENTA INVESTMENT-CONTROLLING AG,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36059.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AGENTS
DEFRA-0000008767,SEC01,SECB SWISS EURO CLEARING BANK,19,GERMANY,65.11,19,19,6029,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,"Commercial banks, N.E.C.",24233.28,340561609,SECB SWISS EURO CLEARING BANK GMBH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10225.00,0.00,0.00,11226.78,0.00,0.00,0.00,0.00,0.00,2781.50,0.00,AGENTS
DEFRA-0000008767,STA21,STATE STREET BANK GMBH,830,GERMANY,65.11,0,830,6029,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate",60 - Depository Institutions,"Commercial banks, N.E.C.",112080.37,321146177,State Street Bank GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9600.00,0.00,4560.00,0.00,0.00,3313.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94607.29,0.00,0
DEFRA-0000008966,GEN03,VR NETZE GMBH,0,GERMANY,74.14,0,0,8748,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Business consulting services N.E.C.,401726.2,537682952,Ratiodata IT-Lösungen & Services GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225773.98,0.00,0.00,0.00,1286.72,0.00,0.00,0.00,43944.50,56531.54,0.00,0.00,40708.39,0.00,11605.50,0.00,0.00,0.00,21875.57,0.00,0
DEFRA-0000008972,A0156020,ACM BERNSTEIN GMBH,9,0,0,0,0,0,0,0,0,0,11218.22,0,ACM Bernstein GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4618.22,0.00,AGENTS
DEFRA-0000008972,DE43313,TM MITTELSTAND GMBH,2000,GERMANY,72.22,0,2000,7371,Services,70..89 - Services,73 - Business Services,Computer programming services,2025025.29,328200803,tm Mittelstand GmbH,23429.81,18564.00,592.93,0.00,0.00,0.00,0.00,0.00,50.00,376963.86,105432.51,87741.33,0.00,10647.42,0.00,896686.36,-5967.11,0.00,58421.44,0.00,61252.65,44692.27,0.00,1146.54,36919.77,31713.27,0.00,276738.30,0.00,FRANCHISE
DEFRA-0000008972,MAN41,MANNHEIMER SWARTLING,0,GERMANY,74.11,0,0,8111,Services,70..89 - Services,81 - Legal Services,Legal services,41218.44,326482986,Mannheimer Swartling Avokatbyrá AB,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34768.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6449.64,0.00,AGENTS
DEFRA-0000008973,EUR03,EUROPEAN CENTRAL BANK,4,GERMANY,67.12,4,4,6282,"Finance, Insurance & Real Estate","60..67 - Finance, Insurance & Real Estate","62 - Security & Commodity Brokers, Dealers, Exchanges & Services",Investment advice,563475.11,333193279,European Central Bank,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113309.55,0.00,0.00,0.00,0.00,253722.92,20622.58,0.00,19416.99,0.00,0.00,0.00,156403.07,0.00,0
DEFRA-0000008979,DE5942,Egon Zehnder International GmbH,200,GERMANY,74.14,0,200,8748,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Business consulting services N.E.C.,98826.4,316799923,Egon Zehnder International GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2033.33,0.00,0.00,0.00,0.00,0.00,64200.00,3697.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28895.37,0.00,0
DEFRA-0000008980,616813,HAY MANAGEMENT CONSULTANTS GMB,110,GERMANY,74.14,0,110,8748,Services,70..89 - Services,"87 - Engineering, Accounting, Research, Management & Related Services",Business consulting services N.E.C.,19085.19,322867557,Hay Group GmbH,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1908.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17177.19,0.00,AGENTS
DEFRA-0000008980,4078193,MEYER-DULHEUER & PARTNER,10,GERMANY,93.05,10,10,7299,Services,70..89 - Services,72 - Personal Services,Miscellaneous personal services N.E.C.,5015.58,333889496,"Dr. Meyer-Dulheuer & Partner, Patentanwälte",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2627.58,0.00,AGENTS
