company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon,country
awa - Auto - Wasch - GmbH & Co KG,awa - Auto - Wasch - GmbH & Co KG,Hanauer Landstr. 360-400,,60386,Frankfurt am Main,7542,75,Autowaschanlagen,"Automotive Repair, Services and Parking",Services,66,Medium 50 - 249, 50.1299030   , 8.7527319   ,Germany
.bieker AG,.bieker AG,Walter-Kolb-Str. 5-7,,60594,Frankfurt am Main,8712,87,Architektendienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,25,Small 10 - 49, 50.1059565   , 8.6869270   ,Germany
01072 Telecom GmbH,01072 Telecom GmbH,Berner Str. 119,,60437,Frankfurt am Main,4813,48,Telekommunikation (außer drahtlos),Communications,Transportation and Public Utilities,14,Small 10 - 49, 50.1903000   , 8.6577400   ,Germany
10 Brands Only Werbeagentur GmbH,10 Brands Only Werbeagentur,Offenbacher Landstr. 7-13,,60599,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,10,Small 10 - 49, 50.1010210   , 8.6920231   ,Germany
1822direkt Gesellschaft der Frankfurter Sparkasse mbH,1822direkt Gesellschaft der,Borsigallee 19,,60388,Frankfurt am Main,6099,60,Sonstige Anlagendienste,Depository Institutions,"Finance, Insurance, and Real Estate",149,Medium 50 - 249, 50.1367800   , 8.7429000   ,Germany
25hours Hotel Company Frankfurt GmbH,25hours Hotel Company,Hanauer Landstr. 127,,60314,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,20,Small 10 - 49, 50.1119900   , 8.7128595   ,Germany
"2COM Immobilien Competence, Consulting & Management GmbH & Co. KG","2COM Immobilien Competence,",Herriotstr. 1,,60528,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",20,Small 10 - 49, 50.0810641   , 8.6296390   ,Germany
2IP Institutional Investment-Partners Group GmbH,2IP Institutional,Hamburger Allee 45,,60486,Frankfurt am Main,6799,67,Sonstige Investoren,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",15,Small 10 - 49, 50.1162158   , 8.6446802   ,Germany
3 B (MANAGEMENT) GmbH & Co. KG,3 B (MANAGEMENT) GmbH & Co. KG,Walther-von-Cronberg-Platz 13,,60594,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,30,Small 10 - 49, 50.1059565   , 8.6869270   ,Germany
360 Treasury Systems AG,360 Treasury Systems AG,Grüneburgweg 16-18,,60322,Frankfurt am Main,7372,73,Fertige Software,Business Services,Services,105,Medium 50 - 249, 50.1213400   , 8.6720600   ,Germany
3i Deutschland Gesellschaft für Industriebeteiligungen mbH,3i Deutschland Gesellschaft,Bockenheimer Landstr. 2-4,,60323,Frankfurt am Main,6719,67,Sonstige Holding-Gesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",12,Small 10 - 49, 50.1162875   , 8.6702706   ,Germany
3K Agentur für Kommunikation GmbH,3K Agentur für Kommunikation,Feldbergstr. 35,,60323,Frankfurt am Main,8743,87,Public relations Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,15,Small 10 - 49, 50.1162875   , 8.6702706   ,Germany
3W-Logistik GmbH,3W-Logistik GmbH,Silberbornstr. 14,,60320,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,13,Small 10 - 49, 50.1396151   , 8.6758600   ,Germany
4Tek Gesellschaft für angewandte Informationstechnologien mbH,4Tek Gesellschaft für,Münchener Str. 9,,60329,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,12,Small 10 - 49, 50.1080706   , 8.6713871   ,Germany
A & A Gastronomie GmbH,A & A Gastronomie GmbH,Westhafenplatz 6-8,,60327,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,10,Small 10 - 49, 50.1007106   , 8.6641758   ,Germany
A & M Ausbau GmbH,A & M Ausbau GmbH,Hanauer Landstr. 291B,,60314,Frankfurt am Main,1799,17,Sonstige baugewerbliche Spezialarbeiten,Construction - Special Trade Contractors,Construction,10,Small 10 - 49, 50.1119900   , 8.7128595   ,Germany
A + A  Blumen-Meister GmbH Blumenhandel,A + A  Blumen-Meister GmbH,Große Bockenheimer Str. 24,,60313,Frankfurt am Main,5992,59,Blumengeschäfte,Miscellaneous Retail,Wholesale & retail trade,12,Small 10 - 49, 50.1146717   , 8.6752405   ,Germany
a 5 Planung GmbH,a 5 Planung GmbH,Lyoner Str. 12,,60528,Frankfurt am Main,8712,87,Architektendienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,67,Medium 50 - 249, 50.0810641   , 8.6296390   ,Germany
A bis Z Heizung - Zubehör - Sanitär Gruber GmbH,A bis Z Heizung - Zubehör -,Mark-Aurel-Str. 8,,60439,Frankfurt am Main,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,Small 10 - 49, 50.1599900   , 8.6454900   ,Germany
A I V Handels GmbH,A I V Handels GmbH,Orber Str. 11-13,,60386,Frankfurt am Main,5012,50,Kfz-Import und Export,Wholesale Trade - Durable Goods,Wholesale & retail trade,19,Small 10 - 49, 50.1299030   , 8.7527319   ,Germany
A&B ONE Kommunikationsagentur GmbH,A&B ONE Kommunikationsagentur,Wiesenhüttenstr. 11,,60329,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,50,Small 10 - 49, 50.1080706   , 8.6713871   ,Germany
A&M Asphaltbau und Mischwerke GmbH,A&M Asphaltbau und Mischwerke,Im Kalk 3-5,,60437,Frankfurt am Main,2951,29,Asphaltmischungen und -Blöcke,Petroleum Refining and Related Industries,Manufacturing,50,Small 10 - 49, 50.1903000   , 8.6577400   ,Germany
A. F. UMZÜGE GmbH,A. F. UMZÜGE GmbH,Westerbachstr. 122,,65936,Frankfurt am Main,4212,42,Straßengüternahverkehr ohne Lagerung,Motor Freight Transportation,Transportation and Public Utilities,30,Small 10 - 49, 50.1240000   , 8.5888400   ,Germany
"A. Galler, Dental-Laboratorium GmbH","A. Galler, Dental-Laboratorium",Dreihäusergasse 12,,60433,Frankfurt am Main,8072,80,Zahntechnische Labors,Health Services,Services,14,Small 10 - 49, 50.1613942   , 8.6574002   ,Germany
A. Kremer GmbH,A. Kremer GmbH,Eckenheimer Landstr. 415,,60435,Frankfurt am Main,7641,76,Reparatur von Möbeln u. Polstermöbeln,Miscellaneous Repair Services,Services,11,Small 10 - 49, 50.1457926   , 8.6825547   ,Germany
A. M. M. Taxi Frankfurt GmbH,A. M. M. Taxi Frankfurt GmbH,Bornheimer Landwehr 36,,60385,Frankfurt am Main,4121,41,Taxibetriebe,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Transportation and Public Utilities,20,Small 10 - 49, 50.1225700   , 8.7080900   ,Germany
A. Mosthaf GmbH & Co. KG,A. Mosthaf GmbH & Co. KG,Bockenheimer Landstr. 17-19,,60325,Frankfurt am Main,5099,50,Sonstige Gebrauchsgüter,Wholesale Trade - Durable Goods,Wholesale & retail trade,22,Small 10 - 49, 50.1156250   , 8.6690280   ,Germany
A. Seitz Ingenieur GmbH,A. Seitz Ingenieur GmbH,Eckenheimer Landstr. 427,,60435,Frankfurt am Main,8711,87,Technische Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,17,Small 10 - 49, 50.1457926   , 8.6825547   ,Germany
A. T. A. Gastronomie-Betriebs-GmbH,A. T. A.,Zeil 25,,60313,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,12,Small 10 - 49, 50.1146717   , 8.6752405   ,Germany
A. und O. Seng Bau - GmbH,A. und O. Seng Bau - GmbH,Kaulbachstr. 45,,60596,Frankfurt am Main,1531,15,Bauträgergesellschaft f. eigene Rechnung zum späteren Verkauf von Objekten,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,Small 10 - 49, 50.0989500   , 8.6817200   ,Germany
A.S.S. all security services GmbH,A.S.S. all security services,Narzissenstr. 57,,60437,Frankfurt am Main,7381,73,"Detektivbüros, Wach- u. Schutzdienste, gepanzerte Wagen",Business Services,Services,130,Medium 50 - 249, 50.1903000   , 8.6577400   ,Germany
A.T. Meissner & Wolpert GmbH & Co. KG Multimediale Transporte & Relocation,A.T. Meissner & Wolpert GmbH &,Hirtenstr. 9-11,,60327,Frankfurt am Main,4212,42,Straßengüternahverkehr ohne Lagerung,Motor Freight Transportation,Transportation and Public Utilities,50,Small 10 - 49, 50.1007106   , 8.6641758   ,Germany
AA Abfluss-AS GmbH Arbeiten an Abflussanlagen,AA Abfluss-AS GmbH Arbeiten an,Länderweg 31-33,,60599,Frankfurt am Main,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,15,Small 10 - 49, 50.1010210   , 8.6920231   ,Germany
Aareal Beteiligungen AG,Aareal Beteiligungen AG,Grüneburgweg 58-62,,60322,Frankfurt am Main,6719,67,Sonstige Holding-Gesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",156,Medium 50 - 249, 50.1213400   , 8.6720600   ,Germany
AB Valves GmbH,AB Valves GmbH,Borsigallee 16,,60388,Frankfurt am Main,5085,50,"Industriebedarf, Verpackungsmaterial, Druckfarben",Wholesale Trade - Durable Goods,Wholesale & retail trade,10,Small 10 - 49, 50.1367800   , 8.7429000   ,Germany
Abenteuerspielplatz Riederwald e.V.,Abenteuerspielplatz Riederwald,Fischerfeldstr. 7-11,,60311,Frankfurt am Main,7999,79,Sonstige Vergnügungs- u. Erholungsanlagen,Amusement and Recreation Services,Services,12,Small 10 - 49, 50.1104028   , 8.6913868   ,Germany
Aberdeen Asset Management Deutschland AG,Aberdeen Asset Management,Bettinastr. 53-55,,60325,Frankfurt am Main,6726,67,Sonstige Investmentgesellschaften,Holding and Other Investment Offices,"Finance, Insurance, and Real Estate",95,Medium 50 - 249, 50.1156250   , 8.6690280   ,Germany
ABG FRANKFURT HOLDING Wohnungsbau- und Beteiligungs GmbH,ABG FRANKFURT HOLDING,Niddastr. 107,,60329,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",210,Medium 50 - 249, 50.1080706   , 8.6713871   ,Germany
"Abraham Paluch, Beate Pruwe und Josef Paluch","Abraham Paluch, Beate Pruwe",Rossertstr. 2,,60323,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",10,Small 10 - 49, 50.1162875   , 8.6702706   ,Germany
Abschleppdienst Loosen,Abschleppdienst Loosen,Erntestr. 14,,60327,Frankfurt am Main,7549,75,Sonstige KFZ-Dienstleistungen außer Reparatur u. Wagenwaschen,"Automotive Repair, Services and Parking",Services,16,Small 10 - 49, 50.1007106   , 8.6641758   ,Germany
AC Assekuranz-Consulting Assekuranzmakler GmbH,AC Assekuranz-Consulting,Nordring 1,,60388,Frankfurt am Main,6411,64,"Versicherungsagenturen, Makler u. Dienstleistungen","Insurance Agents, Brokers and Service","Finance, Insurance, and Real Estate",15,Small 10 - 49, 50.1367800   , 8.7429000   ,Germany
Academy Verein für Bildungsberatung e.V.,Academy Verein für,Voltastr. 81,,60486,Frankfurt am Main,8641,86,Vereine,Membership Organizations,Services,10,Small 10 - 49, 50.1162158   , 8.6446802   ,Germany
acam GmbH,acam GmbH,Sigmund-Freud-Str. 77a,,60435,Frankfurt am Main,7812,78,Film- und Video-Produktion,Motion Pictures,Services,25,Small 10 - 49, 50.1457926   , 8.6825547   ,Germany
ACARDA GmbH,ACARDA GmbH,Roßmarkt 21,,60311,Frankfurt am Main,7373,73,Systemanalyse und -entwicklung,Business Services,Services,40,Small 10 - 49, 50.1104028   , 8.6913868   ,Germany
ACATIS Investment GmbH,ACATIS Investment GmbH,Taunusanlage 18,,60325,Frankfurt am Main,6282,62,Anlagenberatung,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",13,Small 10 - 49, 50.1156250   , 8.6690280   ,Germany
Accente Gastronomie Service GmbH,Accente Gastronomie Service,Ludwig-Erhard-Anlage 1,,60327,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,233,Medium 50 - 249, 50.1007106   , 8.6641758   ,Germany
Accuracy Deutschland GmbH,Accuracy Deutschland GmbH,Neue Mainzer Str. 46-50,,60311,Frankfurt am Main,6282,62,Anlagenberatung,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",35,Small 10 - 49, 50.1104028   , 8.6913868   ,Germany
ACG Automation Consulting Group GmbH,ACG Automation Consulting,Lyoner Str. 11a,,60528,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,75,Medium 50 - 249, 50.0810641   , 8.6296390   ,Germany
ACHT FRANKFURT GmbH,ACHT FRANKFURT GmbH,Hanauer Landstr. 11-13,,60314,Frankfurt am Main,7819,78,Dienstleistungen auf dem Gebiet der Spielfilmproduktion,Motion Pictures,Services,28,Small 10 - 49, 50.1119900   , 8.7128595   ,Germany
ACP IT Solutions GmbH,ACP IT Solutions GmbH,Voltenseestr. 2,,60388,Frankfurt am Main,5734,57,Computer und Software-Handlungen,"Home Furniture, Furnishings and Equipment Stores",Wholesale & retail trade,11,Small 10 - 49, 50.1367800   , 8.7429000   ,Germany
ACS Airport Car Service GmbH,ACS Airport Car Service GmbH,Flughafen,,60531,Frankfurt am Main,7521,75,Parkplätze und Parkhäuser,"Automotive Repair, Services and Parking",Services,17,Small 10 - 49, 50.0379326   , 8.5621518   ,Germany
Actemium GmbH,Actemium GmbH,Colmarer Str. 11,,60528,Frankfurt am Main,8711,87,Technische Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,1659,Large 250 +, 50.0810641   , 8.6296390   ,Germany
Activ Consult Real Estate GmbH,Activ Consult Real Estate GmbH,Zeil 127,,60313,Frankfurt am Main,8742,87,Unternehmensberatung,"Engineering, Accounting, Research, Management & Related Svcs",Services,14,Small 10 - 49, 50.1146717   , 8.6752405   ,Germany
ACTUATE (Deutschland) GmbH,ACTUATE (Deutschland) GmbH,Kaiserstr. 44,,60329,Frankfurt am Main,7371,73,Programmierungsdienste für Computer etc.,Business Services,Services,14,Small 10 - 49, 50.1080706   , 8.6713871   ,Germany
ACXIT GmbH,ACXIT GmbH,Siesmayerstr. 21,,60323,Frankfurt am Main,8742,87,Unternehmensberatung,"Engineering, Accounting, Research, Management & Related Svcs",Services,30,Small 10 - 49, 50.1162875   , 8.6702706   ,Germany
AD ticket GmbH,AD ticket GmbH,Kaiserstr. 69,,60329,Frankfurt am Main,7999,79,Sonstige Vergnügungs- u. Erholungsanlagen,Amusement and Recreation Services,Services,60,Medium 50 - 249, 50.1080706   , 8.6713871   ,Germany
ADASTRA GmbH,ADASTRA GmbH,Niedenau 36,,60325,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,40,Small 10 - 49, 50.1156250   , 8.6690280   ,Germany
ad-con Adressen- und Lettershopservice GmbH,ad-con Adressen- und,Florianweg 48,,60388,Frankfurt am Main,7331,73,Direktmail- und Postwerbungsagenturen,Business Services,Services,10,Small 10 - 49, 50.1367800   , 8.7429000   ,Germany
Adelheid  Zimmermann,Adelheid  Zimmermann,Parlamentsstr. 22,,60385,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,10,Small 10 - 49, 50.1225700   , 8.7080900   ,Germany
Ades Memovic Einbau von Baufertigteilen,Ades Memovic Einbau von,Rotteckstr. 13,,60316,Frankfurt am Main,1742,17,"Stuckarbeiten, akustische u. andere Isolierarbeiten",Construction - Special Trade Contractors,Construction,21,Small 10 - 49, 50.1212192   , 8.6902567   ,Germany
Adolf Wagner GmbH & Co. Apfelweingaststätte KG,Adolf Wagner GmbH & Co.,Schweizer Str. 71,,60594,Frankfurt am Main,2084,20,"Wein, Weinbrand u. Spirituosen",Food and Kindred Products,Manufacturing,25,Small 10 - 49, 50.1059565   , 8.6869270   ,Germany
ADOMUS Facility-Management GmbH,ADOMUS Facility-Management,Beethovenstr. 5,,60325,Frankfurt am Main,7349,73,"Sonstige Hausreinigungs- u. Instandhaltungsdienste, Gebäudereinigung",Business Services,Services,22,Small 10 - 49, 50.1156250   , 8.6690280   ,Germany
Adrias Bau GmbH,Adrias Bau GmbH,Offenbacher Landstr. 440a,,60599,Frankfurt am Main,1741,17,Maurer- u. Steinmetzarbeiten,Construction - Special Trade Contractors,Construction,28,Small 10 - 49, 50.1010210   , 8.6920231   ,Germany
Advance logistix GmbH,Advance logistix GmbH,Adam-Opel-Str. 10,,60386,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,12,Small 10 - 49, 50.1299030   , 8.7527319   ,Germany
Advent International GmbH,Advent International GmbH,Westhafenplatz 1,,60327,Frankfurt am Main,6282,62,Anlagenberatung,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",30,Small 10 - 49, 50.1007106   , 8.6641758   ,Germany
ADVISA Steuerberatungsgesellschaft mbH,ADVISA,Grüneburgweg 12,,60322,Frankfurt am Main,8721,87,"Buchhaltungs-, Wirtschafts- u. Steuerprüfungsbüros","Engineering, Accounting, Research, Management & Related Svcs",Services,15,Small 10 - 49, 50.1213400   , 8.6720600   ,Germany
ADW Auto-Dienst-West Ganske GmbH & Co. KG,ADW Auto-Dienst-West Ganske,Voltenseestr. 1-3,,60388,Frankfurt am Main,7353,73,Baumaschinen-Verleih und -Leasing,Business Services,Services,40,Small 10 - 49, 50.1367800   , 8.7429000   ,Germany
AEGEAN Foods GmbH,AEGEAN Foods GmbH,Carl-Benz-Str. 23,,60386,Frankfurt am Main,5149,51,Sonstige Kolonialwaren u. verw. Artikel,Wholesale Trade - Nondurable Goods,Wholesale & retail trade,10,Small 10 - 49, 50.1299030   , 8.7527319   ,Germany
AEterna Zentaris GmbH,AEterna Zentaris GmbH,Weismüllerstr. 50,,60314,Frankfurt am Main,8733,87,Nichtkommerzielle Forschungseinrichtungen,"Engineering, Accounting, Research, Management & Related Svcs",Services,73,Medium 50 - 249, 50.1119900   , 8.7128595   ,Germany
AF LOGISTIK & SPEDITIONS GmbH,AF LOGISTIK & SPEDITIONS GmbH,Cargo City Süd Geb. 556D,,60549,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,30,Small 10 - 49, 50.0413810   , 8.5800547   ,Germany
AFG Allgemeine Fahrzeugübernahme-GmbH,AFG Allgemeine,Hebelstr. 11,,60318,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,81,Medium 50 - 249, 50.1206478   , 8.6876377   ,Germany
Afpro Filters GmbH,Afpro Filters GmbH,Fellnerstr. 7-9,,60322,Frankfurt am Main,3564,35,"Gebläse, Ventilatoren, Luftreiniger",Industrial and Commercial Machinery and Computer Equipment,Manufacturing,250,Medium 50 - 249, 50.1213400   , 8.6720600   ,Germany
Agaplesion Gmbh,Agaplesion Gmbh,Ginnheimer Landstr. 94,,60487,Frankfurt am Main,8062,80,Allgemeine Krankenhäuser,Health Services,Services,15510,Large 250 +, 50.1348401   , 8.6478970   ,Germany
"AGFW Der Energieeffizienzverband für Wärme, Kälte und KWK e.V.",AGFW Der,Stresemannallee 30,,60596,Frankfurt am Main,8611,86,Fachverbände,Membership Organizations,Services,42,Small 10 - 49, 50.0989500   , 8.6817200   ,Germany
Agis  Anwender-Geo-Informations-Systeme GmbH,Agis ,Schönberger Weg 9,,60488,Frankfurt am Main,7372,73,Fertige Software,Business Services,Services,15,Small 10 - 49, 50.1485861   , 8.6142974   ,Germany
AHP- Nadia Qani,AHP- Nadia Qani,Eckenheimer Landstr. 52,,60318,Frankfurt am Main,8082,80,Heimpflegedienste,Health Services,Services,30,Small 10 - 49, 50.1206478   , 8.6876377   ,Germany
Aids-Hilfe Frankfurt e.V.,Aids-Hilfe Frankfurt e.V.,Friedberger Anlage 24,,60316,Frankfurt am Main,8322,83,Soziale Einrichtungen f. Alleinstehende u. Familien,Social Services,Services,50,Small 10 - 49, 50.1212192   , 8.6902567   ,Germany
Air Liquide Global E&C Solutions Germany GmbH,Air Liquide Global E&C,Olof-Palme-Str. 35,,60439,Frankfurt am Main,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,820,Large 250 +, 50.1599900   , 8.6454900   ,Germany
Air Logistics GmbH,Air Logistics GmbH,Cargo City Süd,,60549,Frankfurt am Main,4512,45,Linienluftverkehr,Transportation by Air,Transportation and Public Utilities,27,Small 10 - 49, 50.0413810   , 8.5800547   ,Germany
Airborne International GmbH,Airborne International GmbH,Cargo City Süd,,60549,Frankfurt am Main,4522,45,außerplanmäßiger Luftverkehr,Transportation by Air,Transportation and Public Utilities,12,Small 10 - 49, 50.0413810   , 8.5800547   ,Germany
AIRCO SystemDruckluft GmbH,AIRCO SystemDruckluft GmbH,Stroofstr. 27,,65933,Frankfurt am Main,5084,50,"Industriemaschinen u. Ausrüstung, Pumpen, Gabelstapler, Farbspritzanlagen",Wholesale Trade - Durable Goods,Wholesale & retail trade,23,Small 10 - 49, 50.0907309   , 8.5934097   ,Germany
Airmail Center Frankfurt GmbH,Airmail Center Frankfurt GmbH,Tor 3,,60549,Frankfurt am Main,7389,73,Sonstige gewerbliche Dienstleistungen,Business Services,Services,34,Small 10 - 49, 50.0413810   , 8.5800547   ,Germany
Airport Cater Service GmbH,Airport Cater Service GmbH,Flughafen Frankfurt am Main,,60547,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,130,Medium 50 - 249, 50.0379326   , 8.5621518   ,Germany
Airport Club für International Executives GmbH,Airport Club für International,Frankfurt Airport-Center 1,,60549,Frankfurt am Main,8641,86,Vereine,Membership Organizations,Services,30,Small 10 - 49, 50.0413810   , 8.5800547   ,Germany
Airport Data GmbH,Airport Data GmbH,Tor 21 Gebäude 338,,60546,Frankfurt am Main,7374,73,Datenverarbeitungsdienste,Business Services,Services,21,Small 10 - 49, 50.1174452   , 8.6791164   ,Germany
airtec GmbH & Co. KG,airtec GmbH & Co. KG,Carl-von-Noorden-Platz 5,,60596,Frankfurt am Main,7389,73,Sonstige gewerbliche Dienstleistungen,Business Services,Services,10,Small 10 - 49, 50.0989500   , 8.6817200   ,Germany
AIR-TECH Transport & Logistics GmbH,AIR-TECH Transport & Logistics,Cargo City Süd,,60549,Frankfurt am Main,4789,47,Sonstige Transportdienste,Transportation Services,Transportation and Public Utilities,18,Small 10 - 49, 50.0413810   , 8.5800547   ,Germany
Airtruck GmbH Rhein-Main,Airtruck GmbH Rhein-Main,Cargo City Süd Gebäude 571,,60549,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,15,Small 10 - 49, 50.0413810   , 8.5800547   ,Germany
airtuerk service GmbH,airtuerk service GmbH,Am Hauptbahnhof 16,,60329,Frankfurt am Main,4729,47,Sonstige Passagiertransportorganisationen,Transportation Services,Transportation and Public Utilities,26,Small 10 - 49, 50.1080706   , 8.6713871   ,Germany
AIRWAYS Travel GmbH,AIRWAYS Travel GmbH,Mannheimer Str. 73,,60327,Frankfurt am Main,4724,47,Reisebüros,Transportation Services,Transportation and Public Utilities,10,Small 10 - 49, 50.1007106   , 8.6641758   ,Germany
AKA Ausfuhrkredit-GmbH,AKA Ausfuhrkredit-GmbH,Große Gallusstr. 1-7,,60311,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",85,Medium 50 - 249, 50.1104028   , 8.6913868   ,Germany
Akademie für Welthandel AG,Akademie für Welthandel AG,Flughafenstr. 4,,60528,Frankfurt am Main,8331,83,Berufstraining u. berufliche Wiedereingliederung,Social Services,Services,15,Small 10 - 49, 50.0810641   , 8.6296390   ,Germany
A-Kaiser GmbH,A-Kaiser GmbH,Wöhlerstr. 5,,60323,Frankfurt am Main,3449,34,Versch. Metallbauteile,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt",Manufacturing,653,Large 250 +, 50.1162875   , 8.6702706   ,Germany
AKBANK AG,AKBANK AG,Taunustor 1-3,,60310,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",35,Small 10 - 49, 50.1107590   , 8.6726545   ,Germany
AKBULUT GmbH,AKBULUT GmbH,Mönchhofstr. 30,,60326,Frankfurt am Main,7699,76,Sonstige Reparaturwerkstätten u. verwandte Anlagen,Miscellaneous Repair Services,Services,70,Medium 50 - 249, 50.1051310   , 8.6149319   ,Germany
Aktivpflege mit Herz,Aktivpflege mit Herz,Mörfelder Landstr. 225,,60598,Frankfurt am Main,8082,80,Heimpflegedienste,Health Services,Services,50,Small 10 - 49, 50.0896355   , 8.6723776   ,Germany
Akzent Gebäudeservice GmbH,Akzent Gebäudeservice GmbH,Luciusstr. 5,,65929,Frankfurt am Main,7349,73,"Sonstige Hausreinigungs- u. Instandhaltungsdienste, Gebäudereinigung",Business Services,Services,40,Small 10 - 49, 50.0983072   , 8.5430878   ,Germany
AL TAYYAR Automobile Import - Export,AL TAYYAR Automobile Import -,Ernst-Wiss-Str. 1,,65933,Frankfurt am Main,5511,55,Autohändler (Neu- und Gebrauchtwagen),Automotive Dealers and Gasoline Service Stations,Wholesale & retail trade,12,Small 10 - 49, 50.0907309   , 8.5934097   ,Germany
ALBA Ferrous Trading GmbH,ALBA Ferrous Trading GmbH,Dieselstr. 52,,60314,Frankfurt am Main,5051,50,"Metallwaren, Röhren u. Stahlbehälter, Kugellager, Wälzlager",Wholesale Trade - Durable Goods,Wholesale & retail trade,11,Small 10 - 49, 50.1119900   , 8.7128595   ,Germany
ALBA Metall Süd Rhein-Main GmbH,ALBA Metall Süd Rhein-Main,Carl-Benz-Str. 1,,60314,Frankfurt am Main,4953,49,Abfallbeseitigung,"Electric, Gas and Sanitary Services",Transportation and Public Utilities,60,Medium 50 - 249, 50.1119900   , 8.7128595   ,Germany
Albert Gerüst- und Gerätetechnik GmbH,Albert Gerüst- und,Ferdinand-Porsche-Str. 29,,60386,Frankfurt am Main,3441,34,"Metallstrukturteile, Brückenteile, Radio- u. Fernsehtürme","Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt",Manufacturing,33,Small 10 - 49, 50.1299030   , 8.7527319   ,Germany
Albert-Schweitzer Schule,Albert-Schweitzer Schule,Berkersheimer Weg 26,,60433,Frankfurt am Main,8211,82,"Internate, Kindergärten, Grund- u. Hauptschulen, höhere Schulen",Educational Services,Services,14,Small 10 - 49, 50.1613942   , 8.6574002   ,Germany
Albin Stapf GmbH & Co. KG,Albin Stapf GmbH & Co. KG,Intzestr. 18,,60314,Frankfurt am Main,5085,50,"Industriebedarf, Verpackungsmaterial, Druckfarben",Wholesale Trade - Durable Goods,Wholesale & retail trade,20,Small 10 - 49, 50.1119900   , 8.7128595   ,Germany
Albrecht-Dürer-Schule,Albrecht-Dürer-Schule,Sossenheimer Riedstr. 13,,65936,Frankfurt am Main,8211,82,"Internate, Kindergärten, Grund- u. Hauptschulen, höhere Schulen",Educational Services,Services,13,Small 10 - 49, 50.1240000   , 8.5888400   ,Germany
